coverage,mean_dPSNR,hard_bottom25_dPSNR,dSSIM,positive_ratio,worst_per_600,strong_per_600,true_vs_zero,true_vs_shuffle,true_vs_normal,false_reject_good_count,false_accept_severe_count,max_outer_worst_per_600,variant,selector_type,feature_group,deployable,coverage_target,outer_reports,selector_score,strict_gate_pass,relaxed_exploratory_gate_pass,strict_gate_checks,relaxed_gate_checks
0.9726666666666667,0.07340081363254124,0.05889923604329427,-2.4047851562499998e-05,0.6254444444444445,68.93333333333334,160.6,0.08118151262071398,0.06378900867038304,0.06923377651638454,20.2,206.8,79.66666666666667,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth,True,0.96,5,0.03220094198438856,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.978,0.07344346406724718,0.059482542249891496,-2.4577028221554226e-05,0.6281111111111112,70.0,162.06666666666666,0.08084294340345595,0.0637012710571289,0.06910614437527127,15.6,210.0,85.0,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth,True,0.97,5,0.03129228346824646,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.986,0.07382391018337674,0.059037634955512154,-2.4373047881656222e-05,0.6318888888888888,70.86666666666666,164.4,0.08112830479939778,0.06402813212076823,0.06958632193671332,8.8,212.6,85.0,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth,True,0.98,5,0.03060675473425125,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.994,0.07396612294514973,0.059271806504991316,-2.457199494043986e-05,0.636,71.93333333333334,166.13333333333333,0.08137513097127279,0.06438041602240668,0.06989528995090061,1.8,215.8,85.0,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth,True,0.99,5,0.02980214694446985,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
1.0,0.07296757613288031,0.05935679372151693,-2.4550815423329672e-05,0.6373333333333333,73.4,168.73333333333332,0.08061944092644585,0.06391497400071885,0.06964034059312608,0.0,220.2,88.0,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth,True,1.0,5,0.027138414250479782,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9036666666666667,0.07257275051540799,0.05905492146809896,-2.2590862380133733e-05,0.5882222222222222,59.0,144.06666666666666,0.07941710747612847,0.06375058237711588,0.06983173158433703,84.8,177.0,67.33333333333333,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth_action,True,0.9,5,0.04103795665529042,False,True,"{""coverage"": false, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9373333333333334,0.07200443013509114,0.05946768866644965,-2.40696734852261e-05,0.6043333333333333,63.93333333333333,153.26666666666668,0.07923273679945204,0.06295722452799479,0.06876593610975477,57.4,191.8,81.33333333333333,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth_action,True,0.92,5,0.03541409340646531,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9428888888888889,0.07248734834459093,0.05947985670301649,-2.4076965120103625e-05,0.608,64.53333333333333,154.2,0.07977694447835286,0.06332153447469076,0.06903873104519315,50.8,193.6,81.33333333333333,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth_action,True,0.93,5,0.03542604172176785,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9618888888888889,0.07260381931728788,0.05940291595458984,-2.4158040682474775e-05,0.6184444444444445,67.13333333333333,158.46666666666667,0.08032248539394803,0.06345409456888834,0.06914925638834635,32.6,201.4,81.33333333333333,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth_action,True,0.94,5,0.03305080240461561,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9642222222222222,0.07288232273525662,0.05939512719048394,-2.4365610546535917e-05,0.62,67.2,158.79999999999998,0.08047311168246798,0.06352416123284234,0.06918505308363172,29.8,201.6,81.33333333333333,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth_action,True,0.95,5,0.03327412840313383,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9656666666666667,0.07265238210890028,0.05939512719048394,-2.4360974629720053e-05,0.6206666666666667,67.66666666666667,159.26666666666665,0.0803660085466173,0.0634191345638699,0.06910032696194118,28.6,203.0,81.33333333333333,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth_action,True,0.96,5,0.032590400159623875,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.981,0.07346915838453505,0.059405601501464844,-2.3676885498894585e-05,0.6297777777777778,69.93333333333334,162.8,0.08124976921081543,0.06406057251824272,0.06970331658257378,12.6,209.8,81.33333333333333,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth_action,True,0.97,5,0.03133723484887016,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9854444444444445,0.07375776227315267,0.059405601501464844,-2.3855586846669513e-05,0.632,70.46666666666667,163.73333333333335,0.08128280406528049,0.06404495175679524,0.06941846466064452,8.8,211.4,82.33333333333333,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth_action,True,0.98,5,0.031104205105039806,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9884444444444445,0.07347667630513509,0.05955734676784939,-2.3829016420576306e-05,0.6332222222222222,71.33333333333333,164.73333333333335,0.08106557994418674,0.06381872367858887,0.06923130077785916,7.0,214.0,85.33333333333333,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth_action,True,0.99,5,0.029995457347234085,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9985555555555555,0.07327302826775445,0.05935679372151693,-2.460757229063246e-05,0.637,73.0,168.06666666666666,0.08079665607876248,0.06400596978929307,0.06960818990071614,0.6,219.0,88.0,l1_fdf_lite_s004_g025_bm2,gbdt,input_depth_action,True,1.0,5,0.02789421202023823,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9376666666666666,0.07487489806281196,0.05921946292453342,-2.3660467730628118e-05,0.6081111111111112,63.0,151.06666666666666,0.0812177554236518,0.06442443572150336,0.07060048294067382,51.0,189.0,67.66666666666667,l1_fdf_lite_s004_g025_bm2,gbdt,input_only,True,0.9,5,0.03971850149472555,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9656666666666667,0.0729399488237169,0.05919019487169054,-2.4171431859334307e-05,0.6203333333333333,67.93333333333334,159.26666666666668,0.08036366038852268,0.06377245479159885,0.06979612265692817,30.2,203.8,81.66666666666667,l1_fdf_lite_s004_g025_bm2,gbdt,input_only,True,0.92,5,0.032615322750939264,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.967,0.07259367942810059,0.05919019487169054,-2.4529039859771725e-05,0.6203333333333333,68.46666666666667,160.06666666666666,0.07985372394985622,0.06347453668382433,0.06946296268039279,30.2,205.4,81.66666666666667,l1_fdf_lite_s004_g025_bm2,gbdt,input_only,True,0.93,5,0.031628271593517714,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9813333333333333,0.07260291269090441,0.05919019487169054,-2.4194810125562878e-05,0.6275555555555555,70.66666666666667,164.0,0.07989690081278483,0.06330328898959689,0.06928149541219075,17.6,212.0,85.0,l1_fdf_lite_s004_g025_bm2,gbdt,input_only,True,0.94,5,0.02938799214257134,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9813333333333333,0.07260291269090441,0.05919019487169054,-2.4194810125562878e-05,0.6275555555555555,70.66666666666667,164.0,0.07989690081278483,0.06330328898959689,0.06928149541219075,17.6,212.0,85.0,l1_fdf_lite_s004_g025_bm2,gbdt,input_only,True,0.95,5,0.02938799214257134,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9813333333333333,0.07260291269090441,0.05919019487169054,-2.4194810125562878e-05,0.6275555555555555,70.66666666666667,164.0,0.07989690081278483,0.06330328898959689,0.06928149541219075,17.6,212.0,85.0,l1_fdf_lite_s004_g025_bm2,gbdt,input_only,True,0.96,5,0.02938799214257134,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": false, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9873333333333333,0.07343200789557564,0.05920504845513238,-2.447077963087294e-05,0.6312222222222222,71.33333333333333,165.13333333333333,0.08040136104159885,0.06363490147060819,0.06944741990831163,11.0,214.0,85.0,l1_fdf_lite_s004_g025_bm2,gbdt,input_only,True,0.97,5,0.029653158143361412,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
0.9923333333333333,0.0736905829111735,0.05920504845513238,-2.4603082074059383e-05,0.6346666666666667,72.06666666666666,166.0,0.08097982343037922,0.06403026135762532,0.06975775527954102,4.8,216.2,88.0,l1_fdf_lite_s004_g025_bm2,gbdt,input_only,True,0.98,5,0.029336914887958095,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
1.0,0.07296757613288031,0.05935679372151693,-2.4550815423329672e-05,0.6373333333333333,73.4,168.73333333333332,0.08061944092644585,0.06391497400071885,0.06964034059312608,0.0,220.2,88.0,l1_fdf_lite_s004_g025_bm2,gbdt,input_only,True,0.99,5,0.027138414250479782,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
1.0,0.07296757613288031,0.05935679372151693,-2.4550815423329672e-05,0.6373333333333333,73.4,168.73333333333332,0.08061944092644585,0.06391497400071885,0.06964034059312608,0.0,220.2,88.0,l1_fdf_lite_s004_g025_bm2,gbdt,input_only,True,1.0,5,0.027138414250479782,False,True,"{""coverage"": true, ""dssim"": false, ""hard"": true, ""max_outer_worst"": false, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": false}","{""coverage"": true, ""dssim"": true, ""hard"": true, ""max_outer_worst"": true, ""mean"": true, ""positive_ratio"": true, ""true_vs_normal"": true, ""true_vs_shuffle"": true, ""true_vs_zero"": true, ""worst"": true}"
