feature_group,alpha,feature,gain_auc,gain_positive_count,gain_direction,gain_strength,risk_auc,risk_positive_count,risk_direction,risk_strength
cheap_pre,0.5,depth_far_ratio_lt_0_33,0.5050041094078674,1612,high,0.005004109407867441,0.4689520842584774,559,low,0.031047915741522603
cheap_pre,0.5,depth_grad_mean,0.5506114515499237,1612,high,0.05061145154992375,0.428761396884131,559,low,0.07123860311586899
cheap_pre,0.5,depth_image_edge_mismatch,0.554632294592586,1612,high,0.054632294592586006,0.44339964571638457,559,low,0.05660035428361543
cheap_pre,0.5,depth_luma_std_ratio,0.4463572697157108,1612,low,0.053642730284289175,0.5376977783910315,559,high,0.0376977783910315
cheap_pre,0.5,depth_max,0.5,1612,high,0.0,0.5,559,high,0.0
cheap_pre,0.5,depth_mean,0.49779099646055597,1612,low,0.002209003539444032,0.5275862169486716,559,high,0.027586216948671582
cheap_pre,0.5,depth_min,0.5,1612,high,0.0,0.5,559,high,0.0
cheap_pre,0.5,depth_near_ratio_gt_0_66,0.4621119679812573,1612,low,0.03788803201874269,0.5456472963768039,559,high,0.04564729637680387
cheap_pre,0.5,depth_range,0.5,1612,high,0.0,0.5,559,high,0.0
cheap_pre,0.5,depth_std,0.4598128251313121,1612,low,0.04018717486868789,0.5469357771064376,559,high,0.04693577710643759
cheap_pre,0.5,filename_param_1,0.5398285857338994,1612,high,0.03982858573389936,0.46358827307629147,559,low,0.03641172692370853
cheap_pre,0.5,filename_param_2,0.4459097221347508,1612,low,0.054090277865249226,0.5368144986148347,559,high,0.036814498614834656
cheap_pre,0.5,input_edge_mean,0.5590979298661057,1612,high,0.059097929866105736,0.40723278843360194,559,low,0.09276721156639806
cheap_pre,0.5,input_highfreq_energy,0.6384374488292124,1612,high,0.13843744882921238,0.37363026044607084,559,low,0.12636973955392916
cheap_pre,0.5,input_luma_contrast,0.5356038467836405,1612,high,0.03560384678364048,0.4960641092040862,559,low,0.003935890795913777
cheap_pre,0.5,input_luma_max,0.5767490962451663,1612,high,0.07674909624516635,0.4536001181593188,559,low,0.04639988184068122
cheap_pre,0.5,input_luma_mean,0.47133018856041614,1612,low,0.02866981143958386,0.4971912869162847,559,low,0.002808713083715275
cheap_pre,0.5,input_luma_min,0.48087826390900734,1612,low,0.019121736090992658,0.4981955439555581,559,low,0.0018044560444419044
cheap_pre,0.5,input_luma_range,0.5564268147523019,1612,high,0.056426814752301935,0.4701774041680311,559,low,0.02982259583196889
cheap_pre,0.5,input_luma_std,0.5356038467836405,1612,high,0.03560384678364048,0.4960641092040862,559,low,0.003935890795913777
cheap_pre,0.5,input_saturation_max,0.5026049867113401,1612,high,0.0026049867113401293,0.49816299184059376,559,low,0.0018370081594062393
cheap_pre,0.5,input_saturation_mean,0.5802405184466753,1612,high,0.08024051844667535,0.4618873036062885,559,low,0.03811269639371151
cheap_pre,0.5,input_saturation_min,0.5,1612,high,0.0,0.5,559,high,0.0
cheap_pre,0.5,input_saturation_range,0.5026049867113401,1612,high,0.0026049867113401293,0.49816299184059376,559,low,0.0018370081594062393
cheap_pre,0.5,input_saturation_std,0.6037932511241828,1612,high,0.1037932511241828,0.439197021918748,559,low,0.06080297808125201
cheap_pre,0.75,bright_channel_max,0.5,1317,high,0.0,0.5,920,high,0.0
cheap_pre,0.75,bright_channel_mean,0.5225333044476275,1317,high,0.022533304447627467,0.4610039659224442,920,low,0.03899603407755581
cheap_pre,0.75,bright_channel_min,0.4988389628909824,1317,low,0.0011610371090176042,0.49482116627497064,920,low,0.005178833725029364
cheap_pre,0.75,bright_channel_range,0.5011610371090176,1317,high,0.0011610371090176042,0.5051788337250294,920,high,0.005178833725029364
cheap_pre,0.75,bright_channel_std,0.5301697876550066,1317,high,0.030169787655006552,0.48599955934195066,920,low,0.01400044065804934
cheap_pre,0.75,dark_channel_max,0.5196040695192002,1317,high,0.01960406951920024,0.49552107814336077,920,low,0.004478921856639229
cheap_pre,0.75,dark_channel_mean,0.5087922619961566,1317,high,0.00879226199615657,0.47012999412455936,920,low,0.02987000587544064
cheap_pre,0.75,dark_channel_min,0.5,1317,high,0.0,0.5,920,high,0.0
cheap_pre,0.75,dark_channel_range,0.5196040695192002,1317,high,0.01960406951920024,0.49552107814336077,920,low,0.004478921856639229
cheap_pre,0.75,dark_channel_std,0.5301403410616619,1317,high,0.030140341061661857,0.4864189189189189,920,low,0.013581081081081081
cheap_pre,0.75,depth_far_ratio_lt_0_33,0.5026309128934714,1317,high,0.0026309128934713932,0.48341363102232665,920,low,0.01658636897767335
cheap_pre,0.75,depth_grad_mean,0.5483961772712964,1317,high,0.048396177271296414,0.45587654230317276,920,low,0.04412345769682724
cheap_pre,0.75,depth_image_edge_mismatch,0.5394805200268384,1317,high,0.03948052002683844,0.46862294359576967,920,low,0.03137705640423033
cheap_pre,0.75,depth_luma_std_ratio,0.4684385102547761,1317,low,0.03156148974522388,0.5232358989424207,920,high,0.02323589894242073
cheap_pre,0.75,depth_max,0.5,1317,high,0.0,0.5,920,high,0.0
cheap_pre,0.75,depth_mean,0.491866079697906,1317,low,0.008133920302093978,0.5205052878965922,920,high,0.020505287896592228
cheap_pre,0.75,depth_min,0.5,1317,high,0.0,0.5,920,high,0.0
cheap_pre,0.75,depth_near_ratio_gt_0_66,0.4755403975710767,1317,low,0.02445960242892331,0.5265841656874266,920,high,0.02658416568742661
cheap_pre,0.75,depth_range,0.5,1317,high,0.0,0.5,920,high,0.0
cheap_pre,0.75,depth_std,0.48274464685471824,1317,low,0.01725535314528176,0.5228224148061105,920,high,0.02282241480611047
cheap_pre,0.75,filename_param_1,0.549648709152492,1317,high,0.04964870915249198,0.45474698883666276,920,low,0.04525301116333724
cheap_pre,0.75,filename_param_2,0.4418601553237688,1317,low,0.05813984467623118,0.5416028936545241,920,high,0.041602893654524076
cheap_pre,0.75,input_edge_mean,0.5841871092629868,1317,high,0.08418710926298678,0.4099698883666275,920,low,0.09003011163337249
cheap_pre,0.75,input_highfreq_energy,0.6011090849050452,1317,high,0.10110908490504522,0.41883482667450056,920,low,0.08116517332549944
cheap_pre,0.75,input_luma_contrast,0.5278596322961823,1317,high,0.02785963229618227,0.4902511750881316,920,low,0.009748824911868403
cheap_pre,0.75,input_luma_max,0.5205810654198137,1317,high,0.02058106541981375,0.49202482373678025,920,low,0.007975176263219752
cheap_pre,0.75,input_luma_mean,0.5111038195737115,1317,high,0.011103819573711537,0.4676828730904818,920,low,0.03231712690951821
cheap_pre,0.75,input_luma_min,0.49777853497589236,1317,low,0.0022214650241076384,0.49173619271445357,920,low,0.008263807285546432
cheap_pre,0.75,input_luma_range,0.5152512320244322,1317,high,0.015251232024432237,0.49695835781433606,920,low,0.0030416421856639397
cheap_pre,0.75,input_luma_std,0.5278596322961823,1317,high,0.02785963229618227,0.4902511750881316,920,low,0.009748824911868403
cheap_pre,0.75,input_saturation_max,0.502885415593093,1317,high,0.002885415593092966,0.49848633960047,920,low,0.0015136603995299924
cheap_pre,0.75,input_saturation_mean,0.5352913915688794,1317,high,0.03529139156887939,0.48603848413631023,920,low,0.013961515863689766
cheap_pre,0.75,input_saturation_min,0.5,1317,high,0.0,0.5,920,high,0.0
cheap_pre,0.75,input_saturation_range,0.502885415593093,1317,high,0.002885415593092966,0.49848633960047,920,low,0.0015136603995299924
cheap_pre,0.75,input_saturation_std,0.5537901621736073,1317,high,0.053790162173607325,0.47528202115158635,920,low,0.024717978848413646
cheap_pre,1.0,bright_channel_max,0.5,1005,high,0.0,0.5,1315,high,0.0
cheap_pre,1.0,bright_channel_mean,0.5469641042101321,1005,high,0.046964104210132085,0.4321998913633895,1315,low,0.06780010863661051
cheap_pre,1.0,bright_channel_min,0.507763333868293,1005,high,0.0077633338682929764,0.4849759072033082,1315,low,0.015024092796691813
cheap_pre,1.0,bright_channel_range,0.4922366661317071,1005,low,0.007763333868292921,0.5150240927966918,1315,high,0.015024092796691813
cheap_pre,1.0,bright_channel_std,0.509857879063464,1005,high,0.009857879063464026,0.5017756829212735,1315,high,0.0017756829212735026
cheap_pre,1.0,dark_channel_max,0.46307173808377466,1005,low,0.036928261916225336,0.5308874910199576,1315,high,0.03088749101995758
cheap_pre,1.0,dark_channel_mean,0.5458884787531875,1005,high,0.04588847875318747,0.43437122181142784,1315,low,0.06562877818857216
cheap_pre,1.0,dark_channel_min,0.5,1005,high,0.0,0.5,1315,high,0.0
cheap_pre,1.0,dark_channel_range,0.46307173808377466,1005,low,0.036928261916225336,0.5308874910199576,1315,high,0.03088749101995758
cheap_pre,1.0,dark_channel_std,0.4969699887658482,1005,low,0.003030011234151808,0.5135893886562353,1315,high,0.013589388656235268
cheap_pre,1.0,depth_far_ratio_lt_0_33,0.520187949143173,1005,high,0.020187949143173012,0.4745678190324333,1315,low,0.02543218096756672
cheap_pre,1.0,depth_grad_mean,0.5332830471299417,1005,high,0.03328304712994168,0.4656526081547546,1315,low,0.03434739184524538
cheap_pre,1.0,depth_image_edge_mismatch,0.5168601437258153,1005,high,0.016860143725815346,0.49153370363231763,1315,low,0.008466296367682369
cheap_pre,1.0,depth_luma_std_ratio,0.5105148094652187,1005,high,0.010514809465218655,0.4881421387394649,1315,low,0.011857861260535119
cheap_pre,1.0,depth_max,0.5,1005,high,0.0,0.5,1315,high,0.0
cheap_pre,1.0,depth_mean,0.46799978601615577,1005,low,0.03200021398384423,0.5387675001314153,1315,high,0.03876750013141528
cheap_pre,1.0,depth_min,0.5,1005,high,0.0,0.5,1315,high,0.0
cheap_pre,1.0,depth_near_ratio_gt_0_66,0.4922562813174272,1005,low,0.007743718682572787,0.5157312820872247,1315,high,0.01573128208722474
cheap_pre,1.0,depth_range,0.5,1005,high,0.0,0.5,1315,high,0.0
cheap_pre,1.0,depth_std,0.5166725512223828,1005,high,0.01667255122238276,0.49004853603406284,1315,low,0.009951463965937157
cheap_pre,1.0,filename_param_1,0.5338839850924588,1005,high,0.033883985092458824,0.45193530865062814,1315,low,0.04806469134937186
cheap_pre,1.0,filename_param_2,0.4670589703810696,1005,low,0.03294102961893042,0.535891433477598,1315,high,0.035891433477598045
cheap_pre,1.0,input_edge_mean,0.5783936946093903,1005,high,0.07839369460939027,0.40878800091114575,1315,low,0.09121199908885425
cheap_pre,1.0,input_highfreq_energy,0.5351796572692095,1005,high,0.03517965726920946,0.4625014455678015,1315,low,0.037498554432198516
cheap_pre,1.0,input_luma_contrast,0.500606644198363,1005,high,0.0006066441983629822,0.5118676735995514,1315,high,0.011867673599551432
cheap_pre,1.0,input_luma_max,0.4661028192371476,1005,low,0.03389718076285242,0.5266822028701091,1315,high,0.02668220287010914
cheap_pre,1.0,input_luma_mean,0.5436580538169368,1005,high,0.04365805381693677,0.43473568011774805,1315,low,0.06526431988225195
cheap_pre,1.0,input_luma_min,0.5002838852333316,1005,high,0.00028388523333156,0.4888030698603494,1315,low,0.011196930139650618
cheap_pre,1.0,input_luma_range,0.48706645981561725,1005,low,0.012933540184382752,0.5149974593050761,1315,high,0.014997459305076122
cheap_pre,1.0,input_luma_std,0.500606644198363,1005,high,0.0006066441983629822,0.5118676735995514,1315,high,0.011867673599551432
cheap_pre,1.0,input_saturation_max,0.5008213413220635,1005,high,0.0008213413220634624,0.49951534054073,1315,low,0.0004846594592700093
cheap_pre,1.0,input_saturation_mean,0.48645945897751386,1005,low,0.013540541022486141,0.5241856634718158,1315,high,0.024185663471815833
cheap_pre,1.0,input_saturation_min,0.5,1005,high,0.0,0.5,1315,high,0.0
cheap_pre,1.0,input_saturation_range,0.5008213413220635,1005,high,0.0008213413220634624,0.49951534054073,1315,low,0.0004846594592700093
cheap_pre,1.0,input_saturation_std,0.49428270832218835,1005,low,0.005717291677811653,0.5210085682746053,1315,high,0.021008568274605288
post_expert,0.25,udp_a0_absdiff_max,0.5473424520642058,1779,high,0.04734245206420584,0.4969671240960225,304,low,0.0030328759039774944
post_expert,0.25,udp_a0_absdiff_mean,0.41771553795895755,1779,low,0.08228446204104245,0.6269272298111691,304,high,0.1269272298111691
post_expert,0.25,udp_a0_absdiff_min,0.4905608372504773,1779,low,0.009439162749522723,0.5038152244877461,304,high,0.0038152244877460717
post_expert,0.25,udp_a0_absdiff_range,0.5473424520642058,1779,high,0.04734245206420584,0.4969671240960225,304,low,0.0030328759039774944
post_expert,0.25,udp_a0_absdiff_std,0.46367307258868223,1779,low,0.036326927411317766,0.5976593888107674,304,high,0.09765938881076741
post_expert,0.25,udp_a0_chroma_u_abs_mean,0.46788847160330893,1779,low,0.03211152839669107,0.571163117717959,304,high,0.07116311771795902
post_expert,0.25,udp_a0_chroma_v_abs_mean,0.4511843759589195,1779,low,0.048815624041080474,0.5760565237042989,304,high,0.07605652370429894
post_expert,0.25,udp_a0_highfreq_abs_mean,0.530979154729674,1779,high,0.030979154729674052,0.4678444530936119,304,low,0.03215554690638811
post_expert,0.25,udp_a0_low_high_abs_ratio,0.36738691425007625,1779,low,0.13261308574992375,0.6796247237846524,304,high,0.17962472378465244
post_expert,0.25,udp_a0_lowfreq_abs_mean,0.4117848327101205,1779,low,0.08821516728987949,0.6360768631980716,304,high,0.13607686319807155
post_expert,0.25,udp_a0_luma_shift_abs_mean,0.42319184546131783,1779,low,0.07680815453868217,0.6245558582764162,304,high,0.12455585827641624
post_expert,0.25,udp_a0_luma_shift_mean,0.3874799843223726,1779,low,0.11252001567762743,0.6317139162314183,304,high,0.13171391623141826
post_expert,0.5,udp_a0_absdiff_max,0.5181955448350569,1612,high,0.01819554483505692,0.49860949025331375,559,low,0.0013905097466862526
post_expert,0.5,udp_a0_absdiff_mean,0.42019010341222557,1612,low,0.07980989658777443,0.5973031301530727,559,high,0.09730313015307268
post_expert,0.5,udp_a0_absdiff_min,0.49305809222707864,1612,low,0.006941907772921363,0.4992561598804414,559,low,0.0007438401195585809
post_expert,0.5,udp_a0_absdiff_range,0.5181955448350569,1612,high,0.01819554483505692,0.49860949025331375,559,low,0.0013905097466862526
post_expert,0.5,udp_a0_absdiff_std,0.44630216271365775,1612,low,0.053697837286342254,0.5830763983562639,559,high,0.0830763983562639
post_expert,0.5,udp_a0_chroma_u_abs_mean,0.46874330843546497,1612,low,0.03125669156453503,0.5570677443522081,559,high,0.05706774435220807
post_expert,0.5,udp_a0_chroma_v_abs_mean,0.45784314342935595,1612,low,0.04215685657064405,0.5586720291822422,559,high,0.058672029182242236
post_expert,0.5,udp_a0_highfreq_abs_mean,0.5070403131337305,1612,high,0.007040313133730547,0.48873356725509876,559,low,0.011266432744901245
post_expert,0.5,udp_a0_low_high_abs_ratio,0.3916053142043808,1612,low,0.10839468579561917,0.6313992842421527,559,high,0.13139928424215275
post_expert,0.5,udp_a0_lowfreq_abs_mean,0.4161649305336877,1612,low,0.0838350694663123,0.6040205262948211,559,high,0.10402052629482106
post_expert,0.5,udp_a0_luma_shift_abs_mean,0.4248379854139638,1612,low,0.07516201458603622,0.5936728405558541,559,high,0.09367284055585412
post_expert,0.5,udp_a0_luma_shift_mean,0.3875580985250217,1612,low,0.11244190147497829,0.6210622872573531,559,high,0.12106228725735313
post_expert,0.75,udp_a0_absdiff_max,0.4940086699184119,1317,low,0.0059913300815880866,0.5116289659224442,920,high,0.011628965922444223
post_expert,0.75,udp_a0_absdiff_mean,0.45211598312009094,1317,low,0.047884016879909064,0.5436515863689777,920,high,0.0436515863689777
post_expert,0.75,udp_a0_absdiff_min,0.494482269294705,1317,low,0.0055177307052949875,0.4981433607520564,920,low,0.0018566392479436034
post_expert,0.75,udp_a0_absdiff_range,0.4940086699184119,1317,low,0.0059913300815880866,0.5116289659224442,920,high,0.011628965922444223
post_expert,0.75,udp_a0_absdiff_std,0.45797445297694545,1317,low,0.042025547023054555,0.5464585781433607,920,high,0.04645857814336074
post_expert,0.75,udp_a0_chroma_u_abs_mean,0.469899622172163,1317,low,0.030100377827836977,0.5338205052878966,920,high,0.033820505287896596
post_expert,0.75,udp_a0_chroma_v_abs_mean,0.464926653443744,1317,low,0.03507334655625599,0.5325925381903642,920,high,0.03259253819036423
post_expert,0.75,udp_a0_highfreq_abs_mean,0.5023091036947762,1317,high,0.0023091036947762156,0.501373384253819,920,high,0.0013733842538190544
post_expert,0.75,udp_a0_low_high_abs_ratio,0.43380510982527654,1317,low,0.06619489017472346,0.5610259988249119,920,high,0.06102599882491189
post_expert,0.75,udp_a0_lowfreq_abs_mean,0.44901567750651855,1317,low,0.05098432249348145,0.5467163631022327,920,high,0.046716363102232705
post_expert,0.75,udp_a0_luma_shift_abs_mean,0.4566752973229541,1317,low,0.04332470267704591,0.5402945064629847,920,high,0.040294506462984714
post_expert,0.75,udp_a0_luma_shift_mean,0.37847706425877664,1317,low,0.12152293574122336,0.62850910693302,920,high,0.12850910693301998
post_expert,1.0,udp_a0_absdiff_max,0.470041905169493,1005,low,0.029958094830506987,0.5324259256014439,1315,high,0.03242592560144386
post_expert,1.0,udp_a0_absdiff_mean,0.5132659284224041,1005,high,0.01326592842240415,0.5006024075274658,1315,high,0.0006024075274657648
post_expert,1.0,udp_a0_absdiff_min,0.49970541557445747,1005,low,0.0002945844255425323,0.498714583588863,1315,low,0.001285416411136997
post_expert,1.0,udp_a0_absdiff_range,0.470041905169493,1005,low,0.029958094830506987,0.5324259256014439,1315,high,0.03242592560144386
post_expert,1.0,udp_a0_absdiff_std,0.49130619304909146,1005,low,0.008693806950908545,0.5198016505755988,1315,high,0.019801650575598795
post_expert,1.0,udp_a0_chroma_u_abs_mean,0.49613937481053516,1005,low,0.003860625189464839,0.5115053179373061,1315,high,0.011505317937306136
post_expert,1.0,udp_a0_chroma_v_abs_mean,0.5020788530465949,1005,high,0.0020788530465949417,0.503797024758634,1315,high,0.003797024758633971
post_expert,1.0,udp_a0_highfreq_abs_mean,0.5004522191907844,1005,high,0.00045221919078441974,0.5024657006185278,1315,high,0.0024657006185277996
post_expert,1.0,udp_a0_low_high_abs_ratio,0.5045025767221242,1005,high,0.004502576722124174,0.5060566662578192,1315,high,0.006056666257819199
post_expert,1.0,udp_a0_lowfreq_abs_mean,0.513170348971986,1005,high,0.01317034897198599,0.5010663909866657,1315,high,0.0010663909866657217
post_expert,1.0,udp_a0_luma_shift_abs_mean,0.5158173291249843,1005,high,0.015817329124984347,0.49833225280790594,1315,low,0.00166774719209406
post_expert,1.0,udp_a0_luma_shift_mean,0.3725958023502559,1005,low,0.1274041976497441,0.6310939005799793,1315,high,0.13109390057997927
