name,split,A0_PSNR,A0_SSIM,FullUDP_PSNR,FullUDP_SSIM,expert_PSNR,expert_SSIM,dPSNR_endpoint,dSSIM_endpoint,fulludp_dPSNR,fulludp_dSSIM,feature_input_mean,feature_input_std,feature_input_grad_mean,feature_input_dark_mean,feature_depth_mean,feature_depth_std,feature_depth_grad_mean,feature_a0_mean,feature_a0_std,feature_a0_grad_mean,feature_a0_saturation_high,feature_a0_saturation_low,feature_udp_mean,feature_udp_std,feature_udp_grad_mean,feature_diff_signed_mean,feature_diff_abs_mean,feature_diff_abs_std,feature_diff_abs_p50,feature_diff_abs_p90,feature_diff_abs_p95,feature_diff_abs_max,feature_diff_grad_mean,feature_diff_to_a0_ratio,feature_a0_udp_psnr,expert_residual_signed_mean,expert_residual_abs_mean,expert_residual_grad_mean,expert_fulludp_mae,expert_fulludp_mse,expert_fulludp_psnr,residual_cosine_fulludp_expert,input_edge_density,input_low_texture_proxy,dark_channel_mean,sky_highlight_proxy,airlight_proxy_p99,transmission_mean,transmission_std,haze_density_mean,haze_density_p90,expert_a0_PSNR,expert_a0_dPSNR,expert_a0_dSSIM,fulludp_a0_PSNR,fulludp_a0_dPSNR,fulludp_a0_dSSIM,expert_a0p0625_PSNR,expert_a0p0625_dPSNR,expert_a0p0625_dSSIM,fulludp_a0p0625_PSNR,fulludp_a0p0625_dPSNR,fulludp_a0p0625_dSSIM,expert_a0p125_PSNR,expert_a0p125_dPSNR,expert_a0p125_dSSIM,fulludp_a0p125_PSNR,fulludp_a0p125_dPSNR,fulludp_a0p125_dSSIM,expert_a0p25_PSNR,expert_a0p25_dPSNR,expert_a0p25_dSSIM,fulludp_a0p25_PSNR,fulludp_a0p25_dPSNR,fulludp_a0p25_dSSIM,expert_a0p375_PSNR,expert_a0p375_dPSNR,expert_a0p375_dSSIM,fulludp_a0p375_PSNR,fulludp_a0p375_dPSNR,fulludp_a0p375_dSSIM,expert_a0p5_PSNR,expert_a0p5_dPSNR,expert_a0p5_dSSIM,fulludp_a0p5_PSNR,fulludp_a0p5_dPSNR,fulludp_a0p5_dSSIM,S0_alpha_oracle_dPSNR,S1_alpha_oracle_dPSNR,oracle_gain_over_S0,S1_best_family,expert_unique_win
1012_0.85_1.28.png,val_regular,38.416282653808594,0.9647232890129089,39.37397003173828,0.9778870344161987,42.36326599121094,0.9921503067016602,3.9469833374023438,0.02742701768875122,0.9576873779296875,0.013163745403289795,0.4813558757305145,0.1974620670080185,0.029348760843276978,0.4600957930088043,0.3490390181541443,0.3623414635658264,0.0028135180473327637,0.1588028371334076,0.20605865120887756,0.04951542615890503,0.0014604167081415653,0.031218750402331352,0.15856152772903442,0.2089429795742035,0.0494694784283638,-0.00024129927624017,0.006809741724282503,0.00491960858926177,0.006080809980630875,0.01332368329167366,0.015580185689032078,0.03900212049484253,0.0011916867224499583,0.042881738394498825,41.513484954833984,-0.004919284954667091,0.010965459980070591,0.002219672780483961,0.008811497129499912,0.00012223259545862675,39.12812805175781,0.5728628635406494,0.029348760843276978,-0.1974622756242752,0.4600957930088043,0.05053124949336052,0.900653600692749,0.3787277936935425,0.2641918957233429,0.6212722063064575,0.9686274528503418,38.416282653808594,0.0,0.0,38.416282653808594,0.0,0.0,38.92753601074219,0.5112533569335938,0.002774536609649658,38.598480224609375,0.18219757080078125,0.0012694001197814941,39.452552795410156,1.0362701416015625,0.0054967403411865234,38.77058029174805,0.3542976379394531,0.0024970173835754395,40.529136657714844,2.11285400390625,0.010745048522949219,39.07820510864258,0.6619224548339844,0.004816710948944092,41.59345245361328,3.1771697998046875,0.015650451183319092,39.326480865478516,0.9101982116699219,0.0069356560707092285,42.54071044921875,4.124427795410156,0.020080268383026123,39.50353240966797,1.087249755859375,0.008823931217193604,1.087249755859375,4.124427795410156,3.0371780395507812,expert,True
1016_0.8_1.72.png,val_regular,39.61763381958008,0.9955521821975708,37.48888397216797,0.9937476515769958,39.58578109741211,0.995174765586853,-0.03185272216796875,-0.00037741661071777344,-2.1287498474121094,-0.0018045306205749512,0.6316078305244446,0.22116275131702423,0.011839833110570908,0.6149551868438721,0.3332337737083435,0.29338309168815613,0.0015870134811848402,0.3663497865200043,0.2982361614704132,0.026896225288510323,0.026658333837985992,0.0007249999907799065,0.36966797709465027,0.2946512699127197,0.026628324761986732,0.0033182096667587757,0.007467190735042095,0.006425474304705858,0.005753368139266968,0.016086168587207794,0.019622506573796272,0.06094157695770264,0.0009450443903915584,0.020382679998874664,40.1302375793457,2.78889656328829e-05,0.009558219462633133,0.001891721272841096,0.011227917857468128,0.000213923558476381,36.697418212890625,0.18126153945922852,0.011839833110570908,-0.22116298973560333,0.6149551868438721,0.2894437313079834,0.9633986949920654,0.31558963656425476,0.23425181210041046,0.6844104528427124,0.9647058844566345,39.61763381958008,0.0,0.0,39.61763381958008,0.0,0.0,40.0113525390625,0.3937187194824219,0.0002613663673400879,39.67241287231445,0.054779052734375,0.0001195669174194336,40.38375473022461,0.7661209106445312,0.00048720836639404297,39.69707107543945,0.079437255859375,0.0002052783966064453,41.026100158691406,1.4084663391113281,0.0008329153060913086,39.65462112426758,0.0369873046875,0.0002791881561279297,41.46025085449219,1.8426170349121094,0.0010390281677246094,39.49374771118164,-0.1238861083984375,0.00022542476654052734,41.6109619140625,1.9933280944824219,0.0011056065559387207,39.226966857910156,-0.3906669616699219,4.839897155761719e-05,0.079437255859375,1.9933280944824219,1.9138908386230469,expert,True
1023_0.5_1.87.png,val_regular,37.465614318847656,0.9968034625053406,32.5631103515625,0.9940537810325623,35.550132751464844,0.9955620765686035,-1.9154815673828125,-0.0012413859367370605,-4.902503967285156,-0.0027496814727783203,0.588937520980835,0.16294759511947632,0.019141506403684616,0.558870792388916,0.3193304240703583,0.24783973395824432,0.00385301373898983,0.5917239785194397,0.2869322896003723,0.02711762860417366,0.01216666679829359,0.02370000071823597,0.590861439704895,0.27910560369491577,0.02710956521332264,-0.0008625013870187104,0.009989672340452671,0.008405126631259918,0.007414326071739197,0.023172546178102493,0.026780257001519203,0.07108688354492188,0.0011619867291301489,0.016882317140698433,37.68429183959961,0.0027899176348000765,0.010606278665363789,0.001998984022065997,0.013266114518046379,0.00034017220605164766,34.683013916015625,0.11316736042499542,0.019141506403684616,-0.16294775903224945,0.558870792388916,0.07672499865293503,0.9320261478424072,0.2341553270816803,0.19344209134578705,0.7658447027206421,0.9803921580314636,37.465614318847656,0.0,0.0,37.465614318847656,0.0,0.0,37.62002944946289,0.15441513061523438,0.00016766786575317383,37.151371002197266,-0.3142433166503906,-5.501508712768555e-05,37.73703384399414,0.2714195251464844,0.0003075599670410156,36.83038330078125,-0.6352310180664062,-0.0001246929168701172,37.846946716308594,0.3813323974609375,0.000503242015838623,36.17927169799805,-1.2863426208496094,-0.00031322240829467773,37.78278732299805,0.3171730041503906,0.0005866885185241699,35.52973937988281,-1.9358749389648438,-0.0005645751953125,37.55197525024414,0.08636093139648438,0.0005560517311096191,34.89286804199219,-2.5727462768554688,-0.0008781552314758301,0.0,0.3813323974609375,0.3813323974609375,expert,True
1031_0.76_0.7.png,val_regular,42.84375762939453,0.9985350370407104,42.43931198120117,0.9978330135345459,43.76247787475586,0.9981886148452759,0.9187202453613281,-0.0003464221954345703,-0.4044456481933594,-0.0007020235061645508,0.5751945972442627,0.29778632521629333,0.022575749084353447,0.5576941967010498,0.19947195053100586,0.2095307856798172,0.0031511131674051285,0.4634835422039032,0.3855420649051666,0.030335187911987305,0.08167500048875809,0.08713958412408829,0.4662022888660431,0.38463130593299866,0.030132245272397995,0.0027187527157366276,0.004020757507532835,0.0039523509331047535,0.0030562877655029297,0.008181165903806686,0.010797143913805485,0.047293394804000854,0.0005430023302324116,0.00867508165538311,44.97743225097656,0.0007955018663778901,0.005879087373614311,0.0012379176914691925,0.007249774411320686,9.626374230720103e-05,40.16537094116211,-0.02021130360662937,0.022575749084353447,-0.2977866232395172,0.5576941967010498,0.36768749356269836,0.9816993474960327,0.3034047782421112,0.19059257209300995,0.6965951919555664,0.9254902005195618,42.84375762939453,0.0,0.0,42.84375762939453,0.0,0.0,43.21815490722656,0.37439727783203125,9.000301361083984e-05,42.97491455078125,0.13115692138671875,3.361701965332031e-05,43.57914733886719,0.7353897094726562,0.00016701221466064453,43.08815002441406,0.24439239501953125,5.519390106201172e-05,44.23345947265625,1.3897018432617188,0.0002830028533935547,43.254859924316406,0.411102294921875,6.687641143798828e-05,44.742923736572266,1.8991661071777344,0.00034672021865844727,43.334259033203125,0.49050140380859375,3.6716461181640625e-05,45.039886474609375,2.1961288452148438,0.00035762786865234375,43.321441650390625,0.47768402099609375,-3.457069396972656e-05,0.49050140380859375,2.1961288452148438,1.70562744140625,expert,True
1035_0.76_1.14.png,val_regular,33.747764587402344,0.9929153919219971,34.61579132080078,0.9928231239318848,42.47313690185547,0.9958261251449585,8.725372314453125,0.0029107332229614258,0.8680267333984375,-9.226799011230469e-05,0.5878452658653259,0.24302826821804047,0.012625273317098618,0.5399232506752014,0.2766101062297821,0.27163562178611755,0.0022448161616921425,0.4199669063091278,0.29990464448928833,0.01938530243933201,0.012110416777431965,0.0010541666997596622,0.4190555512905121,0.29801204800605774,0.019367624074220657,-0.0009113646228797734,0.00506059592589736,0.0043794442899525166,0.00400109589099884,0.01086739543825388,0.014374924823641777,0.04276660084724426,0.0005620936863124371,0.012049986980855465,43.4882698059082,-0.013074079528450966,0.016513396054506302,0.0013961041113361716,0.015388322994112968,0.0003846599720418453,34.14923095703125,0.44208571314811707,0.012625273317098618,-0.24302852153778076,0.5399232506752014,0.2620687484741211,0.9189542531967163,0.29967162013053894,0.28180038928985596,0.7003284096717834,0.9843137264251709,33.747764587402344,0.0,0.0,33.747764587402344,0.0,0.0,34.2984619140625,0.5506973266601562,0.0005688071250915527,33.824623107910156,0.0768585205078125,0.00015485286712646484,34.880165100097656,1.1324005126953125,0.001098334789276123,33.899147033691406,0.1513824462890625,0.0002905130386352539,36.1464958190918,2.398731231689453,0.0020340681076049805,34.04055404663086,0.2927894592285156,0.0005058646202087402,37.56318283081055,3.815418243408203,0.0027961134910583496,34.170814514160156,0.4230499267578125,0.0006415843963623047,39.12635040283203,5.3785858154296875,0.003369450569152832,34.288753509521484,0.5409889221191406,0.0006920099258422852,0.5409889221191406,5.3785858154296875,4.837596893310547,expert,True
1037_0.89_0.54.png,val_regular,35.944435119628906,0.9982537031173706,35.36072540283203,0.9980151057243347,42.384151458740234,0.9986554980278015,6.439716339111328,0.0004017949104309082,-0.583709716796875,-0.00023859739303588867,0.509293794631958,0.26422250270843506,0.02283022552728653,0.4881669282913208,0.22581632435321808,0.21519915759563446,0.0028356064576655626,0.48174718022346497,0.27277952432632446,0.023726917803287506,0.016629166901111603,0.00010208333696937189,0.4788971543312073,0.27188774943351746,0.02373737096786499,-0.002849979093298316,0.0047249505296349525,0.0031831872183829546,0.004647940397262573,0.00849536620080471,0.010274833999574184,0.026217252016067505,0.0003725761780515313,0.009807946160435677,44.886802673339844,0.009122387506067753,0.009951113723218441,0.0009496517013758421,0.012285297736525536,0.00025020362227223814,36.017066955566406,0.06390564888715744,0.02283022552728653,-0.26422277092933655,0.4881669282913208,0.24717499315738678,0.988235354423523,0.2954753637313843,0.19253240525722504,0.7045246362686157,0.9254902005195618,35.944435119628906,0.0,0.0,35.944435119628906,0.0,0.0,36.40681838989258,0.4623832702636719,0.0001531839370727539,35.9378547668457,-0.006580352783203125,1.0788440704345703e-05,36.88629913330078,0.941864013671875,0.00028973817825317383,35.92697525024414,-0.017459869384765625,1.7523765563964844e-05,37.895118713378906,1.95068359375,0.0005156993865966797,35.8924446105957,-0.051990509033203125,2.1338462829589844e-05,38.960018157958984,3.015583038330078,0.0006753206253051758,35.84124755859375,-0.10318756103515625,1.2040138244628906e-05,40.0480842590332,4.103649139404297,0.0007718801498413086,35.77396011352539,-0.17047500610351562,-1.0907649993896484e-05,0.0,4.103649139404297,4.103649139404297,expert,True
1039_0.79_1.79.png,val_regular,32.14398956298828,0.9955849051475525,31.58839225769043,0.9952672719955444,40.7963752746582,0.996917188167572,8.652385711669922,0.0013322830200195312,-0.5555973052978516,-0.00031763315200805664,0.6747772693634033,0.1803303062915802,0.015789035707712173,0.6588711738586426,0.2120363414287567,0.21180245280265808,0.002595474710687995,0.48417988419532776,0.27620208263397217,0.023733709007501602,0.015412500128149986,8.541666466044262e-05,0.48540371656417847,0.27625393867492676,0.023630458861589432,0.001223825034685433,0.004966018721461296,0.004259081091731787,0.00385892391204834,0.010330677032470703,0.01284179650247097,0.0684986412525177,0.0006241694209165871,0.01025655772536993,43.68545150756836,0.004693185910582542,0.015164443291723728,0.0015700121875852346,0.01773194409906864,0.0006808532634750009,31.669466018676758,-0.20546330511569977,0.015789035707712173,-0.18033050000667572,0.6588711738586426,0.3652375042438507,0.9647058844566345,0.197880819439888,0.17188496887683868,0.802119255065918,0.9647058844566345,32.14398956298828,0.0,0.0,32.14398956298828,0.0,0.0,32.64543151855469,0.5014419555664062,0.0003280043601989746,32.12483215332031,-0.01915740966796875,2.2709369659423828e-05,33.17182922363281,1.0278396606445312,0.0006278157234191895,32.10340118408203,-0.04058837890625,4.100799560546875e-05,34.305843353271484,2.161853790283203,0.0011397004127502441,32.053855895996094,-0.0901336669921875,5.888938903808594e-05,35.55559539794922,3.4116058349609375,0.00153350830078125,31.995662689208984,-0.14832687377929688,5.334615707397461e-05,36.91653060913086,4.772541046142578,0.0018070340156555176,31.929176330566406,-0.214813232421875,2.5451183319091797e-05,0.0,4.772541046142578,4.772541046142578,expert,True
1063_0.51_1.61.png,val_regular,34.06106948852539,0.9881767630577087,29.454479217529297,0.9794009923934937,40.79540252685547,0.9942898750305176,6.734333038330078,0.006113111972808838,-4.606590270996094,-0.008775770664215088,0.6296319365501404,0.20566247403621674,0.008460633456707,0.6171346306800842,0.2654486298561096,0.25950878858566284,0.0019110625144094229,0.40235602855682373,0.30822446942329407,0.014418479986488819,0.025310417637228966,0.016431249678134918,0.4167875647544861,0.31231212615966797,0.014724543318152428,0.014431559480726719,0.015702689066529274,0.010707465931773186,0.013654828071594238,0.03213448077440262,0.0343591682612896,0.05654442310333252,0.0008352474542334676,0.03902685269713402,34.4222297668457,-0.008986098691821098,0.014719974249601364,0.0017343990039080381,0.026762481778860092,0.0010315325343981385,29.865171432495117,-0.4936402142047882,0.008460633456707,-0.20566269755363464,0.6171346306800842,0.32989373803138733,0.9529411792755127,0.22697295248508453,0.2020587921142578,0.7730270624160767,0.95686274766922,34.06106948852539,0.0,0.0,34.06106948852539,0.0,0.0,34.51115036010742,0.45008087158203125,0.0009121298789978027,33.79121780395508,-0.2698516845703125,-0.0003166794776916504,34.97799301147461,0.9169235229492188,0.0017696022987365723,33.50956726074219,-0.5515022277832031,-0.0006683468818664551,35.96156692504883,1.9004974365234375,0.003313779830932617,32.923091888427734,-1.1379776000976562,-0.0014724135398864746,37.004722595214844,2.943653106689453,0.004615724086761475,32.32197952270508,-1.7390899658203125,-0.0024049878120422363,38.08273696899414,4.02166748046875,0.005656182765960693,31.720569610595703,-2.3404998779296875,-0.0034592151641845703,0.0,4.02166748046875,4.02166748046875,expert,True
1076_0.71_1.18.png,val_regular,35.23798370361328,0.9977800250053406,35.73495864868164,0.9967359900474548,40.38943862915039,0.9974781274795532,5.151454925537109,-0.0003018975257873535,0.4969749450683594,-0.0010440349578857422,0.5449446439743042,0.21224351227283478,0.014448897913098335,0.507169783115387,0.17500098049640656,0.27274686098098755,0.0013008058303967118,0.47265347838401794,0.2721063494682312,0.018263377249240875,0.02122499980032444,0.00010000000474974513,0.47579532861709595,0.26647332310676575,0.018204465508461,0.0031418518628925085,0.008137759752571583,0.005369862541556358,0.00718274712562561,0.015122447162866592,0.01776129938662052,0.03747457265853882,0.0005723571521230042,0.017217179760336876,40.220088958740234,-0.008848587051033974,0.01210951991379261,0.0010754604591056705,0.013459675014019012,0.0002315446618013084,36.35365295410156,0.34805309772491455,0.014448897913098335,-0.21224373579025269,0.507169783115387,0.1626249998807907,0.8758170008659363,0.302207887172699,0.24993710219860077,0.6977921724319458,0.9803921580314636,35.23798370361328,0.0,0.0,35.23798370361328,0.0,0.0,35.6513671875,0.41338348388671875,9.900331497192383e-05,35.34955596923828,0.111572265625,4.708766937255859e-06,36.07488250732422,0.8368988037109375,0.00018447637557983398,35.452735900878906,0.214752197265625,-4.76837158203125e-07,36.94671630859375,1.7087326049804688,0.0003161430358886719,35.6312255859375,0.39324188232421875,-3.9517879486083984e-05,37.834415435791016,2.5964317321777344,0.0003940463066101074,35.768402099609375,0.5304183959960938,-0.00011563301086425781,38.70073318481445,3.462749481201172,0.00041729211807250977,35.86003112792969,0.6220474243164062,-0.00022912025451660156,0.6220474243164062,3.462749481201172,2.8407020568847656,expert,True
1080_0.59_1.22.png,val_regular,40.876853942871094,0.9971413612365723,38.958106994628906,0.9953391551971436,42.315696716308594,0.9979342222213745,1.4388427734375,0.0007928609848022461,-1.9187469482421875,-0.001802206039428711,0.41008204221725464,0.14762276411056519,0.03295807167887688,0.37846052646636963,0.3770658075809479,0.1952703893184662,0.010028282180428505,0.2816873788833618,0.21277056634426117,0.05047507584095001,0.0010333333630114794,0.02928750030696392,0.2844375669956207,0.212275892496109,0.05037764087319374,0.00275019439868629,0.004820751491934061,0.0044811866246163845,0.0036823153495788574,0.010233096778392792,0.013099884614348412,0.0639752745628357,0.0010350204538553953,0.017113836482167244,43.63304901123047,-0.0037415651604533195,0.006859923247247934,0.002290201373398304,0.009135894477367401,0.00012927436910104007,38.8848762512207,-0.04813649505376816,0.03295807167887688,-0.14762292802333832,0.37846052646636963,0.0011124999728053808,0.7490196228027344,0.41931265592575073,0.18611057102680206,0.5806873440742493,0.843137264251709,40.876853942871094,0.0,0.0,40.876853942871094,0.0,0.0,41.21631622314453,0.3394622802734375,0.0001615285873413086,40.861000061035156,-0.0158538818359375,-4.106760025024414e-05,41.54552459716797,0.668670654296875,0.0003091096878051758,40.82738494873047,-0.049468994140625,-9.250640869140625e-05,42.15353012084961,1.2766761779785156,0.0005618929862976074,40.70869445800781,-0.16815948486328125,-0.0002256631851196289,42.6551628112793,1.7783088684082031,0.0007573962211608887,40.52627944946289,-0.3505744934082031,-0.0003979802131652832,42.999412536621094,2.12255859375,0.0008947849273681641,40.28793716430664,-0.5889167785644531,-0.0006082057952880859,0.0,2.12255859375,2.12255859375,expert,True
